Id,SalePrice
1461,121519.52177808924
1462,164116.34515046058
1463,191384.16461129367
1464,192572.74826693305
1465,169985.8212212706
1466,163841.8876897058
1467,181508.9933753635
1468,159883.28810020388
1469,163150.3983034608
1470,131138.45269592848
1471,188190.29702959134
1472,91250.805161395
1473,97551.84198222244
1474,126500.32303538693
1475,107349.45289570073
1476,358732.2355718723
1477,258229.1468212866
1478,267800.86232788925
1479,275736.56306586356
1480,458014.66174198
1481,328936.91929768596
1482,194389.28523437362
1483,174435.51234583434
1484,157487.5986202897
1485,176786.49838320163
1486,185921.2659155501
1487,319517.70910594816
1488,213819.54771307282
1489,201591.84510001098
1490,242839.96866456768
1491,186130.20413001862
1492,93106.33718875145
1493,171188.1921689712
1494,256905.68243827007
1495,266278.2265671036
1496,247448.63380049597
1497,166830.42127971444
1498,154125.95170793112
1499,147424.67732425188
1500,146673.83926046532
1501,180209.2829410748
1502,135177.34857222365
1503,274571.5007507431
1504,235673.2837099826
1505,217634.37815382652
1506,186139.7223816759
1507,240983.38235464288
1508,191004.7582156936
1509,150330.06506860655
1510,149312.23275687348
1511,161329.77588900636
1512,187160.55500576337
1513,135158.48228843274
1514,166888.85489152747
1515,204332.8730072615
1516,142952.504723883
1517,161976.5750320578
1518,121216.19094422218
1519,236085.25279254964
1520,139083.59514681314
1521,146864.6751851653
1522,170877.34392424536
1523,108639.17550289627
1524,127304.21122837918
1525,130405.91665636584
1526,112787.87113337261
1527,99908.78200045745
1528,125151.74338250309
1529,146418.18156340945
1530,183098.702089204
1531,106641.85667399742
1532,81431.6586356003
1533,150954.36955121657
1534,120812.329194169
1535,160118.00900764533
1536,103705.22106534046
1537,61097.66957066544
1538,162103.93884327833
1539,196243.74069921122
1540,97914.15375338844
1541,145373.92445915873
1542,150148.58224690513
1543,202989.0237007634
1544,74132.261224751
1545,117636.1756401741
1546,135327.4195703029
1547,137241.0685589641
1548,140560.24967790395
1549,112705.7412392039
1550,119443.42132015803
1551,108359.57421026
1552,136467.23938210134
1553,142985.6359375379
1554,117004.2981020029
1555,169693.4729489199
1556,83177.983396364
1557,102783.04651304963
1558,108095.29743672568
1559,91236.19239384556
1560,118605.56438153307
1561,140243.62320451773
1562,127136.49661484908
1563,124231.14852855775
1564,160712.68403762186
1565,137885.2332413361
1566,235869.93893351412
1567,77906.90956879401
