Id,SalePrice
1461,126588.48375225908
1462,168988.00685507117
1463,189900.066781284
1464,205605.40256393788
1465,193964.1958576314
1466,176707.97304694267
1467,172983.68598296345
1468,166193.9119581145
1469,182777.26029767306
1470,120794.97611213807
1471,195962.37201325665
1472,99111.41370888232
1473,102293.30437913467
1474,149255.74324551233
1475,113894.68439947054
1476,374737.65545682586
1477,248530.82004741588
1478,292473.1229259284
1479,278204.17970854294
1480,484471.218016279
1481,323978.3383802813
1482,210070.20308529655
1483,178347.38230463472
1484,170056.86528570278
1485,186330.89942861669
1486,194149.5249297637
1487,344042.35804154957
1488,226890.7705497331
1489,197793.49681384157
1490,254675.7766174843
1491,202571.5342994046
1492,94009.38467270185
1493,178943.64391389623
1494,287270.42441151995
1495,292399.7133125153
1496,254989.71661482094
1497,177241.77469603092
1498,173750.270591503
1499,165433.629646792
1500,163634.21579857921
1501,210531.16116566132
1502,150961.32960691667
1503,295091.2617638419
1504,249488.20166599896
1505,220871.78624604893
1506,214140.9477754831
1507,278321.201786558
1508,219155.0336002941
1509,164661.73304008265
1510,153078.07364939584
1511,152862.2489393229
1512,176658.8859635746
1513,149585.7224374591
1514,177294.04870792903
1515,207824.78136782773
1516,150544.43066804
1517,178396.10620939705
1518,127198.63936290018
1519,229025.5016651016
1520,135352.41850282333
1521,139240.45868496862
1522,191040.47123094712
1523,111177.90277788235
1524,134572.5408077563
1525,121397.89878986069
1526,115415.46805937229
1527,106297.22377595748
1528,135580.70091087965
1529,150555.75197465674
1530,171568.88970669676
1531,130523.83520963321
1532,92373.30586316198
1533,157885.38567187428
1534,126685.57937073064
1535,157214.50408508425
1536,113244.52222997324
1537,72637.01834203067
1538,176295.36642536917
1539,216799.50859838785
1540,119838.75507694631
1541,163534.91861634137
1542,141319.61258839027
1543,203085.2496086532
1544,89162.63764070795
1545,117924.09855155103
1546,150175.1424868707
1547,156426.78923997877
1548,150245.20386515209
1549,120438.81757930884
1550,145265.2288554159
1551,111075.8255094997
1552,164720.73171339327
1553,166699.9705187378
1554,116257.77623494685
1555,169375.2827219239
1556,94123.98278760357
1557,111300.43696728742
1558,105889.82689133362
1559,107807.33761480878
1560,136256.2948001328
1561,135533.5642122194
1562,127953.4123213996
1563,128314.62724030048
1564,170479.2368408306
1565,153416.34532235184
