Id,SalePrice
1461,126774.22436981555
1462,166060.94406256033
1463,190249.6065111193
1464,202348.45113739138
1465,192578.39423854137
1466,178604.36612289026
1467,171893.4461068227
1468,166724.0659097894
1469,186424.67485627066
1470,122199.27738012513
1471,200935.31423198525
1472,102204.88956420496
1473,101248.95632340526
1474,147849.36066716816
1475,113259.84208326414
1476,370500.6067192736
1477,248851.84013612755
1478,290181.53022211976
1479,286254.06763864774
1480,470500.7653303966
1481,331344.2192922309
1482,208619.91355573852
1483,177553.51773438044
1484,168633.74015681073
1485,188474.8167310874
1486,195697.01967813214
1487,342208.6354580391
1488,227061.93838102976
1489,198994.74498186447
1490,254801.39762140065
1491,202748.68914251588
1492,93520.47411667649
1493,183711.40778959822
1494,289733.4230265608
1495,291828.98523618886
1496,256375.75495876325
1497,175058.5725612403
1498,172003.2455314733
1499,164837.23285311507
1500,163438.98356754612
1501,204445.54731076583
1502,154202.90458815638
1503,285333.0711686956
1504,247002.13238877244
1505,219719.75935420115
1506,212862.62954856455
1507,277579.29947297834
1508,220578.9697798621
1509,161710.95725208428
1510,150320.15975706326
1511,154767.16557629174
1512,179418.85696083307
1513,150142.9936936265
1514,176192.49516151845
1515,206622.7093837983
1516,152701.40658750897
1517,175682.29502090625
1518,128345.19103633473
1519,226011.65977688227
1520,132657.29557567555
1521,136535.803552893
1522,191030.55672121374
1523,110093.76005884074
1524,130851.13976054639
1525,123258.44813559623
1526,115485.31914612511
1527,108887.45705420291
1528,132612.37533681514
1529,149078.85160953458
1530,175030.38038421422
1531,140730.57903113123
1532,95237.49772774614
1533,155289.6048425096
1534,123832.77194279106
1535,157870.209402767
1536,113316.50278698001
1537,74070.16472773114
1538,168030.3796620397
1539,212917.66122535104
1540,115686.58564898977
1541,160311.18067549216
1542,139594.96409871103
1543,199701.1773403245
1544,88108.7645255588
1545,115873.88088083034
1546,150034.09117396828
1547,152370.85958161345
1548,144372.69583786
1549,119604.28079764312
1550,141591.26696429355
1551,111266.50339305773
1552,163690.8412153949
1553,164611.22557794116
1554,117865.85801956616
1555,175211.16578218574
1556,96946.77551621338
1557,108367.10021625785
1558,106024.52790304786
1559,108229.92443588236
1560,139067.615298904
1561,141409.06182431942
1562,128928.30434971722
1563,127351.3958076858
1564,170008.27638340183
1565,157833.4922803659
1566,235094.82765655871
1567,71806.41131172702
1568,248252.21309453715
1569,147956.0528200199
1570,150508.85019061062
1571,111347.16997502418
1572,147045.64848854765
1573,253489.98615214368
1574,134457.8429343463
1575,239864.63358953223
1576,268776.03606228996
1577,182207.36426612874
1578,150112.70416878117
1579,147418.56541768974
1580,195073.59011934325
1581,165464.3489300087
1582,130569.55240028445
1583,325714.64762370987
1584,236172.7925645844
1585,143506.32791341748
1586,70492.75931387814
1587,105892.37048689602
1588,169792.65289145242
1589,106452.59923750535
1590,130322.60908699036
1591,100345.16200598795
1592,120470.28112184769
1593,131444.89754481753
