Id,SalePrice
1461,122904.85626103365
1462,163177.8351046815
1463,190984.75502167398
1464,193014.60200019638
1465,169515.1727622366
1466,165414.20238805623
1467,182132.16645621232
1468,160851.92453662216
1469,164300.49444527502
1470,131232.7125579085
1471,189272.43838679654
1472,92484.03009117235
1473,98098.23419085766
1474,127452.26798888536
1475,108649.73450387317
1476,355240.03718695935
1477,256331.9200466799
1478,266638.91415169125
1479,275358.5931564212
1480,450854.2196714375
1481,327712.956309979
1482,194591.38349098113
1483,174201.41421023133
1484,158279.48104358
1485,176795.5306925029
1486,186688.8643650087
1487,317677.94101393764
1488,212645.5013390048
1489,201472.17266405173
1490,242356.29195810357
1491,186511.1231362899
1492,93004.50596848554
1493,171386.37229314714
1494,256341.0614010188
1495,265821.61696958495
1496,247406.87155621414
1497,166728.7779590044
1498,153847.52948874884
1499,147564.01564114806
1500,147303.5821559395
1501,178256.75289072358
1502,136117.87302616314
1503,268399.0647092048
1504,234588.69589660966
1505,217982.76156391707
1506,186071.71507127254
1507,240688.29332065347
1508,191289.74888689423
1509,151399.8169829309
1510,149762.90089462977
1511,160748.90568122984
1512,186308.97338149953
1513,136138.96261609008
1514,163408.36875539637
1515,203218.38633506643
1516,142663.49629772417
1517,162070.03941036618
1518,121529.15600089841
1519,235414.10109933742
1520,139406.60334187376
1521,146993.68310950437
1522,171877.2322710389
1523,109672.01164368687
1524,127692.81924115124
1525,130127.69502369982
1526,113038.89881776027
1527,100857.92705537683
1528,125790.32399241053
1529,147124.86907236528
1530,182796.30386191804
1531,107084.13613626234
1532,83330.57097135621
1533,150441.4969790797
1534,121619.18786825854
1535,159378.40691975414
1536,104384.20389585817
1537,62663.589089316745
1538,161424.18474518493
1539,194786.5557154015
1540,97464.13600742226
1541,146037.94274357805
1542,149592.23615622992
1543,203614.86088791047
1544,75141.05328146221
1545,118039.31791447407
1546,135519.85928210433
1547,137131.84944157046
1548,140555.39821304777
1549,113282.00925387711
1550,121174.16220458379
1551,108379.54576690753
1552,138352.84126713694
1553,142351.37431179025
1554,118551.22891374164
1555,169854.6218529815
1556,85508.14146126856
1557,101188.8663800647
1558,107928.44571993066
1559,92039.26774866403
1560,119956.81010243368
1561,138194.09180951852
1562,127649.54949166325
1563,124358.65597642038
1564,159986.15142455936
1565,138954.22406990558
1566,235473.42330110367
1567,78004.99548472007
1568,225386.07622999806
1569,135882.73772615968
1570,141322.2821727386
1571,111250.71575754228
1572,149760.20258716095
1573,245899.8477826051
1574,121772.22270271153
1575,241211.92287400135
1576,264343.49749368074
1577,184469.62477761955
1578,140194.2478043426
1579,152113.2141995191
1580,187625.01326979126
1581,153555.64662563155
1582,135680.24456689542
1583,287200.77403794916
1584,209858.6557142791
1585,142833.61605794454
1586,78303.10059481485
1587,108053.43433737638
1588,169942.59954889407
1589,100021.48464444271
1590,130078.08219979884
1591,93644.66802284258
1592,110042.27057379713
1593,120167.92069907674
1594,130879.21706700353
1595,104502.07922260216
1596,224844.0967828362
1597,185447.74159302114
1598,198763.74265113467
1599,174866.62794580718
1600,151285.63237771566
1601,71608.04985487803
1602,118578.80704062038
1603,84883.90598179458
1604,259606.58155083194
1605,242307.25384764423
1606,148639.41665827544
1607,162918.61827015004
1608,206422.15039379534
1609,175911.4224020678
